﻿name,lyric
任意門,行天宮後 二樓前座 那個小房間 日夜排練 我們聽著唱片唱片來自 那唱片行 叫「搖滾萬歲」 和駐唱小店 都在士林邊緣我們都想 離開這邊 追尋另一邊 苗栗孩子 搬到台北求學水手之子 重考擠進 信義路校園 和高雄學弟 當時看不順眼我們曾走過 無數地方 和無盡歲月搭著肩環遊 無法遺忘 的光輝世界那年我們都 衝出南陽街 任意門通向了音樂任意門外我們都任意的飛 是自由的滋味七號公園 初次登場 是那個三月 自強隧道 漫長的像永遠椰林大道 誰放棄了 律師的家業 頭也不回地 越來越唱越遠外灘風光 躍出課本 是那麼新鮮 從回民街 再飛到尖沙咀男兒立志 成名在望 不論多遙遠 一離開台北 卻又想念台北我們曾走過 無數地方 和無盡歲月搭著肩環遊 無法遺忘 的光輝世界無名高地到 鳥巢的十年 一路鋪滿汗水淚水 在   任意門外我們用盡全力飛 管他有多遙遠我們曾走過 無數地方 和無盡歲月搭著肩環遊 無法遺忘 的光輝世界那個唱片行 何時已不見？ 是誰說過「搖滾萬歲」？任意門裡我們偶爾也疲倦平凡的我們 也將回到 平凡的世界生活中充滿 孩子哭聲 柴米和油鹽曾和你走過 麥迪遜花園 任意門外繞一大圈你問我全世界是哪裡最美？答案是「你身邊」 只要是你身邊行天宮後 二樓前座 那個小房間 獸媽準備 宵夜是大雞腿每個夢都 像任意門 往不同世界 而你的故事「現在正是起點」[ti:任意門][ar:][al:自傳][by:GetNoTogether]
你不是真正的快樂,人群中 哭著 你只想變成透明的顏色你再也不會夢 或痛 或心動了你已經決定了 你已經決定了你 靜靜 忍著 緊緊把昨天在拳心握著而回憶越是甜 就是 越傷人了越是在 手心留下 密密麻麻 深深淺淺的刀割你不是真正的快樂 你的笑只是你穿的保護色你決定不恨了 也決定不愛了把你的靈魂 關在永遠 鎖上的軀殼這世界 笑了 於是你合群的一起笑了當生存是規則 不是 你的選擇於是你 含著眼淚 飄飄盪盪 跌跌撞撞的走著你不是真正的快樂 你的笑只是你穿的保護色你決定不恨了 也決定不愛了把你的靈魂 關在永遠 鎖上的軀殼 在   你不是真正的快樂 你的傷從不肯完全的癒合我站在你左側 卻像隔著銀河難道就真的 抱著遺憾 一直到老了 然後才後悔著你不是真正的快樂 你的笑只是你穿的保護色你決定不恨了 也決定不愛了把你的靈魂 關在永遠 鎖上的軀殼你不是真正的快樂 你的傷從不肯完全的癒合我站在你左側 卻像隔著銀河難道就真的 抱著遺憾 一直到老了你值得真正的快樂 你應該脫下你穿的保護色為什麼失去了 還要被懲罰呢能不能就讓 悲傷全部 結束在此刻重新開始活著[ti:你不是真正的快樂][ar:][al:創造小巨蛋DNA LIVE][by:檀星洲][t_time:(05:21)]
你是唯一(2013新錄製作品),雨林 通往雪景你嚮往的旅行我變成專機 帶你 前進如果 你是地心引力我絕不會抗拒重新去定義水平愛是空白日記 我是筆任你 塗鴉著回憶填滿感動笑意 在你心裡翻閱 每一刻美麗眼前 直達天際你期盼的飛行我變成雲朵 陪你 遊戲如果 你是棉花糖機 在   我願融化真心旋轉成手心的雲愛是七彩光影 我是雨給你 繽紛的雨季折射溫暖笑意 在你眼底呼喚 閃耀的天晴愛是透明水晶 愛是你懸在 胸口的封印清澈守護記憶 讓我珍惜因你 完整的生命愛是每個曾經 和你一起你是 唯一的追尋
你說那 C 和弦就是...,+瑪莎許多年後 學弟也都長大變成學長 接棒教著吉他緊張右手 帶著學妹輕刷沒辦法啊 都是為了教吉他練好和弦 什麼歌都不怕學妹都說 學長好棒棒啊降 E 和弦 也是沒什麼啦副歌之前 就不再炫耀啦你說那 C 和弦就是 Do Mi So然後 G 和弦會有 Si Re So當然了 Am 它就是 La Do Mi你的和弦 任你選擇 唱出你的自由一個單音 多寂寞你會懂關於和弦 我們不用多說還不跟上 你總笑著等我人生派對 合唱會是哪一首 在   一套和弦 什麼難都不怕強過人生 太多沒有解答高級和弦 反正不用錢啦華麗共鳴 世界全都哭啦你說那 C 和弦就是 Do Mi So然後那 G 和弦會有 Si Re So當然了 Am 它就是 La Do Mi我說學長 為什麼 還握著學妹的手？你無憂 像一套明亮 Do Mi So你溫柔 如走在風中 Si Re So悲傷時 還有我陪你 La Do Mi你的和弦 沒有人管 唱出你的自由你的和弦 任你選擇 唱出你的自由[ti:你說那 C 和弦就是...][ar:][al:自傳][by:GetNoTogether]
倉頡,天+可樂 Cola Kai一顆葡萄有多甜美 用盡了所有的 圖騰和語言 描寫想一個人有多想念 那又是文字失效瞬間結一個紀念的繩結 記錄你離去後 萬語和千言 瓦解升起了慌張的狼煙 我遺落在最孤獨史前 的荒野多遙遠 多糾結 多想念 多無法描寫 疼痛 和瘋癲 你都看不見想穿越 想飛天 想變成 造字的倉頡 寫出 能讓你快回來 的詩篇一隻蝴蝶有多鮮豔 能不能飛越過 猜忌和冷漠 世界給你的簡訊和留言 說不清萬分之一追悔當星宿都沉沒山岳 只盼你會抬頭 看我寄託的 彎月當一個文明即將熄滅 有什麼證明你我存在 的歲月多遙遠 多糾結 多想念 多無法描寫 疼痛 和瘋癲 你都看不見想穿越 想飛天 想變成 造字的倉頡 創造 能讓你想起我 的字眼 在   多遙遠 多糾結 多想念 多無法描寫 疼痛 和瘋癲 你都看不見想穿越 想飛天 想變成 造字的倉頡 寫出 能讓你快回來 的詩需要你 需要你 需要你 想逆轉時間 回到 最開始 有你的世界想穿越 想飛天 想變成 造字的倉頡 寫出 讓宇宙能重來 的詩篇天雨粟 鬼夜哭 思念漫太古鋼琴：可樂 Cola Kai+怪獸弦樂編寫：李琪+可樂 Cola Kai弦樂演奏：李琪北京室內樂團和聲+可樂 Cola Kai[ti:]倉頡[ar:][al:]第二人生[by:]路人川
倔強,天當　我和世界不一樣　那就讓我不一樣堅持對我來說　就是以剛克剛我　如果對自己妥協　如果對自己說謊即使別人原諒　我也不能原諒最美的願望　一定最瘋狂我就是我自己的神　在我活的地方我和我最後的倔強　握緊雙手絕對不放下一站是不是天堂　就算失望不能絕望我和我驕傲的倔強　我在風中大聲的唱這一次為自己瘋狂　就這一次　我和我的倔強對　愛我的人別緊張　我的固執很善良我的手越骯髒　眼神越是發光你　不在乎我的過往　看到了我的翅膀你說被火燒過　才能出現鳳凰 在   逆風的方向　更適合飛翔我不怕千萬人阻擋　只怕自己投降我和我最後的倔強　握緊雙手絕對不放下一站是不是天堂　就算失望不能絕望我和我驕傲的倔強　我在風中大聲的唱這一次為自己瘋狂　就這一次　我和我的倔強我和我最後的倔強　握緊雙手絕對不放下一站是不是天堂　就算失望不能絕望我和我驕傲的倔強　我在風中大聲的唱這一次為自己瘋狂　就這一次　我和我的倔強就這一次　讓我大聲唱啦啦啦...就算失望　不能絕望啦啦啦...就這一次　我和我的倔強
候鳥,天冰箱上有字條　桌上有菜　電鍋裡面有飯　沒有人在電話裡的獨白　還在等待　一個人的表情　怎麼安排而我到底是誰　從哪裡來　又要到哪裡去　給我答案生命啊像災難　已經習慣　無盡白天夜晚　永不間斷飛過那片　茫茫人海　下個路口　直走或轉彎長大太慢　老得太快　等得太久　結果太難猜我的故事　被風吹散　我的明天　我從不期待所以現在　我只想要　尋找一絲　最後的溫暖 在   包廂裡的狂歡　曲終人散　長夜裡的空白　消化不完靈魂總是要貪　片刻燦爛　那雙唇的孤單　變得野蠻那陌生的陽光　照在床單　昨夜發生的事　不想再猜而枕邊的人啊　一直在換　每一次都以為　到了終站飛過那片　茫茫人海　我的故事　被風吹散　最後的溫暖[ti:侯鳥][ar:][al:電影《候鳥》原聲帶]
借問眾神明,天遇到歹歹時機　只有他顛倒無閒性命吹到風浪　我的頭頂開始　變天不用百萬大富貴　議員立委吃百面只要是看到天邊雲一朵　逐天都有好心情啦啦啦　啦啦啦　借問喂　眾神明　命運甘攏有決定啦啦啦　啦啦啦　咱來借問眾神明　人生甘有成功時(甘有?　阿知!)阿嬤也有煩惱　燒香擲茭抽籤詩聞到香火香味　親像伊的溫柔　心情伊講做人麥貪心　好人就有好保佑　好保佑子子孫孫好餵飼　順順勢勢小生意 在   啦啦啦　啦啦啦　借問喂　眾神明　命運甘攏有決定啦啦啦　啦啦啦　咱來借問眾神明　人生甘有成功時男女愛情青紅燈　緣起緣盡有註定甘真正　命運就是無可選真正沒睬這多年　(離開的伊)啦啦啦　啦啦啦　借問喂　眾神明　命運甘攏有決定啦啦啦　啦啦啦　咱來借問眾神明　愛人甘有回頭時啦啦啦　啦啦啦　咱來借問眾神明　人生甘有成功時海海人生舵位去
傷心的人就聽撐腰,PartyBoy之道 兄弟為你撐腰BOOM YEAH BOOM Let's get this Party! Crazy!你在愛情跌倒 回家讓你撒嬌BOOM YEAH BOOM Let's get this Party! Baby!戀愛之道 快找哥兒們討教BOOM YEAH BOOM Let's get this Party! Crazy!萬一你又出包 有我幫你罩BOOM YEAH BOOM Let's be the Party Boy!你哭的太累了 你傷的太深了 你愛的太傻了你哭的就像 是末日 要來了 OH所以你聽慢歌 很慢很慢的歌 聽得心如刀割是不是應該 換一種 節奏了OHWa Oh 看她回眸一笑Wa Oh YEAH~不要再問 誰是對的 誰是錯的反正自己 陪自己快樂PartyBoy之道 兄弟為你撐腰BOOM YEAH BOOM Let's get this Party! Crazy!你在愛情跌倒 回家讓你撒嬌BOOM YEAH BOOM Let's get this Party! Baby!戀愛之道 快找哥兒們討教BOOM YEAH BOOM Let's get this Party! Crazy!萬一你又出包 有我幫你罩 在   BOOM YEAH BOOM Let's be the Party Boy!我不管 你是誰的 誰是你的 我是我的讓心跳 動次動次 動次動次 感覺活著我不管 站著坐著 躺著趴著 都要快樂讓音樂 動次動次 動次動次 快要聾了不管了 不想了 不等了不要不快樂傷心的人別聽慢歌Wa Oh 看她回眸一笑Wa Oh YEAH~不要再問 誰是對的 誰是錯的反正自己 陪自己快樂PartyBoy之道 兄弟為你撐腰BOOM YEAH BOOM Let's get this Party! Crazy!萬一你又出包 有我幫你罩BOOM YEAH BOOM Let's be the Party Boy!我不管 你是誰的 誰是你的 我是我的讓心跳 動次動次 動次動次 感覺活著我不管 站著坐著 躺著趴著 都要快樂讓音樂 動次動次 動次動次 快要聾了不管了 不想了 不等了此時和此刻 不得不去貫徹快樂不管了 不想了 不等了不要不快樂傷心的人別聽慢歌
兄弟,酒精或節奏 我們搖搖晃晃 那又會怎樣 跌倒你在身旁在身旁打每一場 泥濘爛仗 你和我 唔噢噢噢 就是這樣留級和失戀 誰也都曾重傷 傷癒後變成 你我今日徽章你總強迫我堅強 像控制狂 想起來 唔噢噢噢 有點誇張兄弟別來無恙 能走到這裡 也算得獎兄弟別來無恙 我很難想像 沒有你 會怎樣當其他人都一次一次 一次一次 對我失望一個一個 一個一個 慢慢走光我的兄弟啊 抬頭是你 在身旁再乾一杯敬那年 狂妄理想 曾以為世界 想怎樣就怎樣而至少如今我們 平安健康 人生嘛 唔噢噢噢 不要多想只有你知道我都 假裝正常 只有我欣賞你的 惡行惡狀彼此都是彼此的 孽緣業障 完美的 唔噢噢噢 狐群狗黨兄弟就是這樣 你每件糗事 被我珍藏兄弟就是這樣 我們的荒唐 排行榜 多難忘當其他人都一次一次 一次一次 對我失望 在   一個一個 一個一個 慢慢走光我的兄弟啊 抬頭卻看到你在 我身旁能不能永遠一句一句 一句一句 都沒營養一直一直 一直一直 聊到天亮我的兄弟啊 今天換我結帳 不要 跟我搶如今人生各有戰場 你的難題 我的煩惱 已不一樣是否就像當年的幻想 我們的模樣？青春就這樣一天一天 一天一天 慢慢用光一點一點 一點一點 現實埋葬我的兄弟啊 我們都變成歲月 的形狀不如就這樣一年一年 一年一年 地老天荒一定一定 一定一定 永遠不忘我的兄弟啊 人生最狂時光 剛好你都在場我的兄弟啊 人生最好時光 是和你 兄弟一場[ti:兄弟][ar:][al:自傳][by:GetNoTogether]
入陣曲,怪獸當一座城牆 只為了阻擋 所有自由渴望當一份信仰 再不能抵抗 遍地戰亂饑荒蘭陵撩亂茫 天地離人忘無畏孤塚葬 只怕蒼生殤夜未央 天未亮 我在倖存的沙場只盼望 此生再 奔向思念的臉龐淚未乾 心未涼 是什麼依然在滾燙入陣曲 伴我無悔的狂妄當一份真相 隻手能隱藏 直到人們遺忘寫一頁莽撞 我們的篇章 曾經如此輝煌丹青千秋釀 一醉解愁腸無悔少年枉 只願壯志狂夜未央 天未亮 我在倖存的沙場只盼望 此生再 奔向思念的臉龐 在   淚未乾 心未涼 是什麼依然在滾燙入陣曲 伴我無悔的狂妄忘不記 原不諒 憤恨無疆 肅不清 除不盡 魑魅魍魎幼無糧 民無房 誰在分贓 千年後 你我都 仍被豢養夜未央 天未亮 我在倖存的沙場只盼望 此生再 奔向思念的臉龐淚未乾 心未涼 是什麼依然在滾燙入陣曲 四面楚歌誰獨唱夜已央 天已亮 白晝隱沒了星光像我們 都終將 葬身歷史的洪荒當世人 都遺忘 我血液曾為誰滾燙入陣曲 伴我無悔的狂妄入陣去 只因 恨鐵不成鋼
八月愛人,天使離天堂出走　忙著找下一個窩詩人忙著押韻城市裡的每一樣東西和每個人都貼著好價錢當夏日的雨開始怒吼人群嘩一聲的散落而我的愛人　品嚐天空的淚水而我的愛人　靜靜的淌著血而我的愛人　像公主一樣沉默人們甘心頂著灰色的天空都是因為懦弱而他依然瞪大著眼睛問著世界為什麼　依然堅強的笑容 感謝 路人  修正歌詞
公路電影,揚/葉雲甫霞源公路上　　好一場大雷雨　　飄蕩的烏雲　　滾燙你的背影我跟著路標前進　　愛到哪裡　　傷到哪裡狂風裡　　傳回你的聲音　　我擁有回憶　　代價是離開你甩不掉你那些表情　　一聲嘆息　　一場遊戲去吧　　反正沒有人會真的在意真的傷心　　公路電影　　天黑的黎明蒸發了一段愛情　　可是　　我不想問原因去吧　　反正沒有人會真的在意真的傷心　　雨過天晴　　我會忘了你寂寞是一年四季　　可是　　我不想怪宿命向前開　　我開著後照鏡 > 世界在退後　　人生已無風景不知道下一個地方　　距離愛情　　多少公里
凡人歌(& 蕭敬騰),你我皆凡人 生在人世間終日奔波苦 一刻不得閒(蕭)既然不是仙 難免有雜念道義放兩旁 把利字擺中間(信)多少男子漢 一怒為紅顏多少同林鳥 已成了分飛燕(蕭)人生何其短 何必苦苦戀愛人不見了 向誰去喊冤(合)問你何時曾看見 這世界為了人們改變有了夢寐以求的容顏 是否就算是擁有春天(蕭)你我皆凡人 生在人世間終日奔波苦 一刻不得閒(信)既然不是仙 難免有雜念道義放兩旁 把利字擺中間 在   (合)多少男子漢 一怒為紅顏多少同林鳥 已成了分飛燕(合)人生何其短 何必苦苦戀愛人不見了 向誰去喊冤(合)問你何時曾看見 這世界為了人們改變有了夢寐以求的容顏 是否就算是擁有春天(合)問你何時曾看見 這世界為了人們改變有了夢寐以求的容顏 是否就算是擁有春天我問你何時曾看見 這世界為了人們改變有了夢寐以求的容顏 是否就算是擁有春天你我皆凡人
