﻿name,lyric
一開始,當清晨的風　颳起一粒沙時整個世界　就像電視畫面一樣不自然的　扭動了一下　隨即回到正常風依舊吹　雲依舊飛　天濛濛的亮了起來但我們都隱約的感覺到　這已經不再是原來的那個世界了
不存在的情人,以為能夠看見陽光 才想起你早已離開時間忽然全故障 心永遠在漆黑的晚上還沒一起去的地方 還沒實現過的夢想只能暫時先遺忘照片裡你的臉龐 笑容停在我眼眶美好轉眼變了樣 像是底片見了光變一片空白不想更新你的近況 不想刪除你的模樣假裝有人取代 你每天在我身旁不願意被誰看穿 只剩我一個人的孤單若誰問起你來 我會說那又怎樣  在  想像和你吃晚餐 想像和你等天亮故事就像標本一樣 眼前是美麗的假象卻已經死亡自己編造你的近況 自己描繪你的模樣假裝還是一樣 你每天在我身旁不願意被誰看穿 只剩我一個人的害怕若誰問起你來 我會說一如往常沒人理解的武裝 沒人懷疑的堅強不想面對我的癡狂 不想正視我的荒唐假裝沒受過傷 所有痛一個人承擔不願意自己揭穿 這是我對自己的懲罰不存在的情人 就不會離開我身旁
不懂,已經好遠了　腿也有一點累了我們都不知道路多遠　走到何時才歇一歇不如就現在吧　讓我們都停下但是在休息後　我們還不知道繼續走的理由＊雨都停了天都亮了　我們還不懂　這愛情路究竟帶我們到甚麼地方　是要持續仍舊珍惜　還是回到原地  在  　如今此刻的我的確是有一點疲倦Repeat all onceRepeat ＊如今此刻的我的確是有一點疲倦
不死之身,陽光放棄這最後一秒讓世界被黑暗籠罩懲罰著人們的驕傲我忍受寒冷的煎熬和北風狂妄的咆哮對命運做抵抗＃這是無法避免的浩劫　不論你以為你是誰　任何事物任何一切　喔 親愛的別難過　只要緊緊握著我的手△地球毀滅了以後　我仍愛你愛的不知天高地厚  在  　為你再造一個新宇宙　不死之身　不死的溫柔Repeat ＃,△撐著悲傷不回頭卻感覺此刻你　停不了的淚流唯有愛　才能永垂不朽唯有你　我才能找回我唯有你　我才能找回我唯有你　我才能找回我
不流淚的機場,地面燈火像星光閃耀什麼地方等著我降落停靠走過一扇大門一座橋什麼笑容值得我凝住心跳往前跑的人需要　擺脫遺憾的藥回到教堂祈禱那一秒愛是　三萬里程的孤單閃著等待的淚光　眺望可能的遠方愛是(愛知道)　再遠都在你身旁心疼了解的目光　不流淚的機場累計(劃下)或多或少的傷　或真或假的謊只求不忘了我　最真的模樣　最真的微笑紅燈閃爍停駐的街道藍天綠葉的熟悉不同面貌  在  一張床一個停靠黑夜白晝顛倒誰能解讀臉上的微笑短暫的來回奔跑不曾解開的背包我參與的人生太潦草快樂常在門外繞太多陌生的夜晚讓我困擾若你能了解　我會向你懷裡靠愛　三萬里程的孤單閃著等待的淚光　眺望可能的遠方喔愛　再遠都在你身旁心疼了解的目光　不流淚的機場劃下或多或少的傷　或真或假的謊只求不忘了我　最真的模樣　最真的微笑
不潮不用花錢,Hey greedy,don't fretWhat you see is what u getU name it,I have itWhat you see is what u get左左 左左 偏左 就用左手 生活 就不用想太多怦怦 怦怦 心動 張開眼睛 就記得 當下的強烈有時靈光一閃而過 牛頓也吃蘋果我的念頭不太囉唆 限時間能入座請你不要到處叩叩潮流需要摳摳不小心就沒摳摳用力到處扣扣花掉所有摳摳錢買不到絕活你說 聽說 聽說 你聽誰說 跟著 亂走 鬧哄哄通通 通通 普通 普通 如果不懂 不要 隨便 拒絕有時靈光一閃而過 牛頓也吃蘋果我的念頭不太囉唆 限時間能入座請你不要到處叩叩潮流需要摳摳不小心就沒摳摳用力到處扣扣花掉所有摳摳錢買不到絕活RAP:Little chick having chips on my sofaBearbrixs take a sleep on my sofa  在  Smudge babies lying on my sofaNeiborhxxds and kiks singing 'So-fa'RAP:Little chick having chips on my sofaBearbricxs take a shit on my sofaSmudge babies lying on my sofaRAP:Hey Greedy,don't fretWhat you see is what you getYou name it,I have itWhat you see is what you get請你不要到處叩叩潮流需要摳摳不小心就沒摳摳用力到處扣扣花掉所有摳摳錢買不到絕活RAP:Hey Greedy,don't fretWhat you see is what you getYou name it,I have itWhat you see is what you getRAP:Hey Greedy,don't fretWhat you see is what you getYou name it,I have itWhat you see is what you get
不為誰而作的歌,原諒我這一首 不為誰而作的歌感覺上彷彿窗外的夜色曾經有那一刻 回頭竟然認不得需要 從記憶再摸索 的人 和他們關心的的地方 和那些走過的 請等一等夢為努力澆了水 愛在背後往前推當我抬起頭才發覺 我是不是忘了誰累到整夜不能睡 夜色哪裡都是美一定有個人 她 躲過 避過 閃過 瞞過她是誰 她是誰原諒我這一首 不為誰而作的歌感覺上彷彿窗外的夜色曾經有那一刻 回頭竟然認不得需要 從記憶再摸索 的人 和他們關心的  在  的地方 和那些走過的Ya夢為努力澆了水 愛在背後往前推當我抬起頭才發覺 我是不是忘了誰累到整夜不能睡 夜色哪裡都是美一定有個人 他 躲過 避過 閃過 瞞過他是誰 他是誰也許在真實面對自己才不顧一切去探究當初我害怕面對夢為努力澆了水 愛在背後往前推當我抬起頭才發覺 我是不是忘了誰累到整夜不能睡 夜色哪裡都是美一定有個他 躲過 避過 閃過 瞞過他是誰 他是誰 他是誰[ti:不為誰而作的歌][ar:][al:和自己對話][by:GetNoTogether]
丹寧執著(& 消除聯萌),你的溫柔埋藏在我的脈搏連呼吸都能感動每一秒鐘 有你就有我的笑容汗水蒸發在這忙碌十字街頭藍色天空白雲朵編織著美夢大地淬煉不朽我們追尋生活鉚釘扣住你和我 一起向前走我的奮鬥為了你付出所有是我的丹寧執著將會撼動 全宇宙有你的溫柔埋藏在我的脈搏連呼吸都能感動每一秒鐘 有你就有我的笑容從以前 到以後 沒有錯有你就有我的笑容  在  陽光照耀著我描繪幸福輪廓喜歡牽著你的手一起看日落四處熱血揮灑偶而也會迷惑潮起終會有潮落堅持到最後我的奮鬥為了你付出所有是我的丹寧執著將會撼動 全宇宙有你的溫柔埋藏在我的脈搏連呼吸都能感動每一秒鐘 有你就有我的笑容從以前 到以後 沒有錯這是我的丹寧執著從以前 到以後 沒有錯有你快樂變得不同[ti:丹寧執著(& 消除聯萌)][ar:][al:丹寧執著(& 消除聯萌)][by:鄭范姜]
主角,RAP：金字塔不能沒有法老王萬里長城不能沒有秦始皇你們都需要這一堂課就像古典音樂需要蕭邦搖滾樂不能沒有披頭四就像Hip Hop不能沒有麻吉幫這個舞台不能沒有人發光 所以現在讓我們來點亮RAP:這個地方 我稱王 這個地方 我釋放曾經我對生命對未來對世界也有點迷惘終於我發現唯一方向 找回自我在這舞臺上嘀嘀嗒 嘀嘀嗒 加快心跳 黑壓壓 黑壓壓 正熱鬧我們今晚 當主角劈劈啪 劈劈啪 不留片甲 霎那那 霎那那 燈光下  在  誰領風騷 還看今朝甩 用力甩 用力甩開了單調搖 慢慢搖 盡情搖(人人都能為自己驕傲)愛 永遠愛 這感覺無法取代跳 心在跳 這一秒(High到最高 我今晚當主角)RAP:我是加百列屬於天堂 我是阿姆斯壯需要踏上月亮 鼓聲已敲響箭在弦上聚光燈就是炙熱太陽 我的好戲請你慢慢欣賞準備好張開我翅膀 準備好往天空飛翔RAP:我的宿命 已決定方向 我不會停下 也不會退讓我是王維 屬於那故鄉 我是趙雲 屬於沙場若我是個頑童 舞台就是我的遊樂場台下的掌聲給了我力量 台上的我因你而堅強
他說,他靜悄悄地來過 他慢慢帶走沉默只是最後的承諾 還是沒有帶走了寂寞我們愛的沒有錯 只是美麗的獨秀太折磨他說無所謂只要能在夜裡翻來覆去的時候有寄託等不到天黑 煙火不會太完美回憶燒成灰 還是等不到結尾他曾說的無所謂 我怕一天一天被摧毀等不到天黑 不敢凋謝的花蕾綠葉在跟隨 放開刺痛的滋味今後不再怕天明 我想只是害怕清醒他靜悄悄地來過 他慢慢帶走沉默只是最後的承諾 還是沒有帶走了寂寞我們愛的沒有錯 只是美麗的獨秀太折磨他說無所謂  在  只要能在夜裡翻來覆去的時候有寄託等不到天黑 煙火不會太完美回憶燒成灰 還是等不到結尾他曾說的無所謂 我怕一天一天被摧毀等不到天黑 不敢凋謝的花蕾綠葉在跟隨 放開刺痛的滋味今後不再怕天明 我想只是害怕清醒等不到天黑 煙火不會太完美回憶燒成灰 還是等不到結尾他曾說的無所謂 我怕一天一天被摧毀等不到天黑 不敢凋謝的花蕾綠葉在跟隨 放開刺痛的滋味今後不再怕天明 我想只是害怕清醒不怕天明 我想只是害怕清醒
以後要做的事,還沒走到最後 請別低著頭沿途撿的夢 是否有些不安和迷惑有些應該緊握 有些該放手會隱隱作痛 走過才是真實的自我別逃避我們以後要做的事情多些幻想少一些 猶豫的途徑路不該是疑問句 要比誰都清晰時間從來不為誰暫停了前進就像愛從來不曾會風平浪靜未來就會揭謎底 命運捧在我手心還沒走到最後 請別低著頭沿途撿的夢 是否有些不安和迷惑有些應該緊握 有些該放手會隱隱作痛 走過才是真實的自我  在  別逃避我們以後要做的事情多些幻想少一些 猶豫的途徑路不該是疑問句 要比誰都清晰時間從來不為誰暫停了前進就像愛從來不曾會風平浪靜未來就會揭謎底 命運捧在我手心或許會不知所措 痛過才浮現彩虹越純粹就越感動 我一抬頭 是最初的天空別逃避我們以後要做的事情多些幻想少一些 猶豫的途徑路不該是疑問句 要比誰都清晰時間從來不為誰暫停了前進就像愛從來不曾會風平浪靜未來就會揭謎底 命運捧在我手心
你要的不是我,怎麼能忘 時間多長你快樂嗎 想代替你回答你知道嗎 走了好遠我才能去面對這份牽掛 沉默傷悲你要的不是我心碎的失去輪廓曾經給你的感動  在  只是情緒的波動能給的不是我放任你沉溺自由掩飾不了我的笨拙就連說話都會顫抖我被遺忘在 你遺忘的角落
你，有沒有過,都什麼時候了浪潮退下了你還坐在這等 天氣或心情缺一都不可拖拖拉拉勇氣不見了風 摀住了耳朵撲通撲通不普通聽聽心跳聲有一天 世界會斑駁回憶成為所有每段故事都值得煩惱留啊留啊留會留成愁不被看好的青春叫做成長考驗躲啊躲啊躲也躲不過我的眼淚流過心碎的時刻你有沒有過你 有沒有過奮不顧身 飛蛾撲火都 什麼時候了  在  夜 色安靜了你還坐在這夢是 另一個星球我獨居在裡頭 跌跌撞撞懷疑自己你 伸出的雙手安靜擁抱我都會過去的最 洶湧的折磨天亮前找到了是現在的你我煩惱留啊留啊留會留成愁不被看好的青春叫做成長考驗躲啊躲啊躲也躲不過我的眼淚流過心碎的時刻煩惱留啊留 啊留會留成愁不被看好的青春叫做成長考驗躲啊躲啊躲也躲不過我的眼淚流過心碎的時刻你有沒有過
保護色(Protective Colors)(&張韶涵),眼角 是我靈魂的缺角 是愛情的保護罩不想變糟糕 就讓世界都顛倒藏起 華麗的羽毛 收起 驕傲的棱角愛你 我穿上迷彩 也偽裝 我的微笑(Rap)：Angela's back with a new grooveIf ya don't know what it iscall yourself a NOOBand JJ's makin' it soundcall yourself a NOOBa little Indian'ishCatch a glimpse of what it isJJ's R&B!要你看到 善變代表對你太感冒要你聽到 我有我的獨特思考要你看到 愛情不只華麗的外表揚起嘴角 永遠猜不到的下一秒就像變色龍異想的世界可以隨心情 換上外套可以偽裝起來 開你玩笑  在  Oh~Oh~Oh~這是我的新指標你害怕就走掉 我不討好要你看到 善變代表對你太感冒要你聽到 我有我的獨特思考要你看到 愛情不只華麗的外表揚起嘴角 永遠猜不到的下一秒(Rap)：ㄟ 唱回自己 歌真棒但 不知原唱 的人怎麼想嘿 來啦來啦 Angela Come onＪ 我一不在 你就自ＨＩＧＨＪ 我若不在 開ＰＡ 怎麼好玩嘿 朋友一起 Fun 才會爽快在這裡 在那裡 I will watch your back要你看到 善變代表對你太感冒要你聽到 我有我的獨特思考要你看到 愛情不只華麗的外表揚起嘴角 永遠猜不到的下一秒要你看到 善變代表對你太感冒要你聽到 我有我的獨特思考要你看到 愛情不只華麗的外表揚起嘴角 永遠猜不到的下一秒 
